pdf,page,country,hs_code,description
HS Code/country specific/Chapter 11_2025HTSRev32.pdf,7,US,1108.19.0010,Starches; inulin: Starches: Other starches Cereal starches for non-food use
HS Code/country specific/Chapter 11_2025HTSRev32.pdf,7,US,1108.19.0090,Starches; inulin: Starches: Other starches Other
HS Code/country specific/Chapter 11_2025HTSRev32.pdf,7,US,1108.20.0000,Starches; inulin: Inulin
HS Code/country specific/Chapter 11_2025HTSRev32.pdf,7,,1109.00,"Wheat gluten, whether or not dried:"
HS Code/country specific/Chapter 11_2025HTSRev32.pdf,7,US,1109.00.1000,"Wheat gluten, whether or not dried: To be used as animal feed"
HS Code/country specific/Chapter 11_2025HTSRev32.pdf,7,US,1109.00.9010,"Wheat gluten, whether or not dried: Other Certified organic"
HS Code/country specific/Chapter 11_2025HTSRev32.pdf,7,US,1109.00.9020,"Wheat gluten, whether or not dried: Other Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,,0701,"Potatoes, fresh or chilled:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,,0701.10.00,"Potatoes, fresh or chilled: Seed."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.10.0020,"Potatoes, fresh or chilled: Seed. In immediate containers of not over 45 kg net weight."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.10.0040,"Potatoes, fresh or chilled: Seed. Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,,0701.90,"Potatoes, fresh or chilled Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,,0701.90.10,"Potatoes, fresh or chilled Other: Yellow (Solano) potatoes."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.1010,"Potatoes, fresh or chilled Other: Yellow (Solano) potatoes Other: Yellow (Solano) potatoes. Certified organic."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.1060,"Potatoes, fresh or chilled Other: Yellow (Solano) potatoes Other: Yellow (Solano) potatoes. Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,,0701.90.50,"Potatoes, fresh or chilled Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5005,"Potatoes, fresh or chilled Other: In immediate containers of not over 1200 kg net weight: Certified organic."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5017,"Potatoes, fresh or chilled Other: In immediate containers of not over 1200 kg net weight: Russet or netted gem varieties."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5021,"Potatoes, fresh or chilled Other: In immediate containers of not over 1200 kg net weight: Red skin varieties."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5037,"Potatoes, fresh or chilled Other: In immediate containers of not over 1200 kg net weight: White varieties."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5041,"Potatoes, fresh or chilled Other: In immediate containers of not over 1200 kg net weight: Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5043,"Potatoes, fresh or chilled Other: Other: Certified organic."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5046,"Potatoes, fresh or chilled Other: Other: Russet or netted gem varieties."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5056,"Potatoes, fresh or chilled Other: Other: Red skin varieties."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5066,"Potatoes, fresh or chilled Other: Other: White varieties."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,2,US,0701.90.5076,"Potatoes, fresh or chilled Other: Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,,0702.00,"Tomatoes, fresh or chilled:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,,0702.00.20,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2002,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Greenhouse: Certified organic: Grape"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2004,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Greenhouse: Certified organic: Roma (plum type)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2006,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Greenhouse: Certified organic: Round, of a kind described in statistical note 2 to this chapter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2008,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Greenhouse: Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2019,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Cherry"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2026,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Grape"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2032,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Roma (plum type)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2036,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Round, of a kind described in statistical note 2 to this chapter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2042,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2043,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Certified organic: Grape"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2044,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Certified organic: Roma (plum type)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2048,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Certified organic: Round, of a kind described in statistical note 2 to this chapter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2050,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2052,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Cherry"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2062,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Grape"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2066,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Roma (plum type)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2081,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Round, of a kind described in statistical note 2 to this chapter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,3,US,0702.00.2092,"Tomatoes, fresh or chilled: If entered during the period from March 1 to July 14, inclusive, or the period from September 1 to November 14, inclusive, in any year. Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,,0702.00,"Tomatoes, fresh or chilled: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,,0702.00.40,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4002,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Greenhouse: Certified organic:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4004,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Greenhouse: Roma (plum type)."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4006,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Greenhouse: Round, of a kind described in statistical note 2 to this chapter."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4008,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Greenhouse: Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4019,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Cherry."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4021,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Grape."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4023,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Roma (plum type)."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4027,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Round, of a kind described in statistical note 2 to this chapter."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4032,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4037,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Certified organic."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4041,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Other: Cherry."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4047,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Other: Grape."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4066,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Other: Roma (plum type)."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4081,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Other: Round, of a kind described in statistical note 2 to this chapter."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,4,US,0702.00.4092,"Tomatoes, fresh or chilled: (con.) If entered during the period from July 15 to August 31, inclusive, in any year. Other: Other: Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,,0702.00,"Tomatoes, fresh or chilled: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,,0702.00.60,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6002,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Greenhouse: Certified organic: Grape"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6004,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Greenhouse: Certified organic: Roma (plum type)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6006,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Greenhouse: Certified organic: Round, of a kind described in statistical note 2 to this chapter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6008,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Greenhouse: Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6019,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Cherry"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6021,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Grape"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6023,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Roma (plum type)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6027,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Round, of a kind described in statistical note 2 to this chapter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6032,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6033,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Certified organic: Grape"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6034,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Certified organic: Roma (plum type)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6037,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Certified organic: Round, of a kind described in statistical note 2 to this chapter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6038,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6039,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Cherry"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6046,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Grape"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6066,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Roma (plum type)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6081,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Round, of a kind described in statistical note 2 to this chapter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,5,US,0702.00.6092,"Tomatoes, fresh or chilled: (con.) If entered during the period from November 15, in any year, to the last day of the following February, inclusive If entered during the period from November 15, in any year, to the last day of the following February, inclusive. Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,,0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,,0703.10,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,,0703.10.20,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Onion sets"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,,0703.10.30,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other: Pearl onions not over 16 mm in diameter"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,,0703.10.40,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4025,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Certified organic: Onions"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4045,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4055,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Onions: Red varieties"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4060,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Onions: White varieties"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4064,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Onions: Yellow varieties, not marked sweet"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4066,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Onions: Yellow varieties, marked sweet"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4068,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Onions: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4070,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Onions: Shallots"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.10.4075,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Onions and shallots Other Onions: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,,0703.20.00,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.20.0005,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Garlic Fresh whole bulbs: Certified organic"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.20.0015,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Garlic Fresh whole bulbs: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.20.0020,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Garlic Fresh whole peeled cloves"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.20.0090,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Garlic Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,,0703.90.00,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.90.0020,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Leeks and other alliaceous vegetables Green onions of a species other than Allium cepa"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,6,US,0703.90.0040,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled Leeks and other alliaceous vegetables Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,,0704,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,,0704.10,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Cauliflowers and broccoli (Brassica oleracea var. botrytis):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.10.2000,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Cauliflowers and broccoli (Brassica oleracea var. botrytis) Cauliflowers and broccoli (Brassica oleracea var. botrytis): If entered during the period from June 5 to October 15, inclusive, in any year"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.10.4000,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Cauliflowers and broccoli (Brassica oleracea var. botrytis) Other: Not reduced in size"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.10.6000,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Cauliflowers and broccoli (Brassica oleracea var. botrytis) Other: Cut, sliced or otherwise reduced in size"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.20.0000,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Brussels sprouts"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,,0704.90,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.90.2000,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)) Other (including sprouting broccoli (Brassica oleracea var. italica)): Cabbage"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.90.4015,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)) Other (including sprouting broccoli (Brassica oleracea var. italica)): Other: Bok choy"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.90.4022,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)) Other (including sprouting broccoli (Brassica oleracea var. italica)): Other: Broccoli: Certified organic"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.90.4024,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)) Other (including sprouting broccoli (Brassica oleracea var. italica)): Other: Broccoli: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.90.4028,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)) Other (including sprouting broccoli (Brassica oleracea var. italica)): Other: Collards"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.90.4035,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)) Other (including sprouting broccoli (Brassica oleracea var. italica)): Other: Kale"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.90.4045,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)) Other (including sprouting broccoli (Brassica oleracea var. italica)): Other: Napa cabbage"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,7,US,0704.90.4055,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled Other (including sprouting broccoli (Brassica oleracea var. italica)) Other (including sprouting broccoli (Brassica oleracea var. italica)): Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,,0705,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,,0705.11,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Head lettuce (cabbage lettuce)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,US,0705.11.2000,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Head lettuce (cabbage lettuce) Lettuce: Head lettuce (cabbage lettuce): If entered in the period from June 1 to October 31, inclusive, in any year"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,US,0705.11.4000,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Head lettuce (cabbage lettuce) Lettuce: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,,0705.19,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,,0705.19.20,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Other Lettuce: Other: If entered in the period from June 1 to October 31, inclusive, in any year"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,,0705.19.40,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Other Lettuce: Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,US,0705.19.4020,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Other Lettuce: Other: Other Lettuce: Other: Other: Romaine lettuce"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,US,0705.19.4040,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Other Lettuce: Other: Other Lettuce: Other: Other: Butterhead lettuce"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,US,0705.19.4060,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Other Lettuce: Other: Other Lettuce: Other: Other: Red and green leaf lettuce"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,US,0705.19.4080,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Lettuce: Other Lettuce: Other: Other Lettuce: Other: Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,US,0705.21.0000,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Chicory: Witloof chicory (Cichorium intybus var. foliosum)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,8,US,0705.29.0000,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled Chicory: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,,0706,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,,0706.10,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Carrots and turnips:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,US,0706.10.0500,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Carrots and turnips Carrots: Reduced in size."
